name,distance,moving_time,start_date_local,total_elevation_gain,type,average_heartrate,max_heartrate,average_speed,max_speed,date,hour,weekday,week,month,year,distance_km,moving_time_min,pace,pace_zone,time_of_day
Evening Run,10011.9,3535,2025-08-05 20:56:38+00:00,12.0,Run,141.3,155.0,2.832,3.82,2025-08-05,20,Tuesday,32,8,2025,10.011899999999999,58.916666666666664,5.8846639166059065,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10002.1,2887,2025-08-04 19:15:18+00:00,14.0,Run,157.3,178.0,3.465,4.48,2025-08-04,19,Monday,32,8,2025,10.0021,48.11666666666667,4.810656428816615,⚡ Tempo (4:30-5:30),🌙 Evening
남산 4회전,26611.2,10039,2025-08-02 06:49:12+00:00,590.0,Run,146.0,177.0,2.651,4.36,2025-08-02,6,Saturday,31,8,2025,26.6112,167.31666666666666,6.287452902036235,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10022.8,4037,2025-08-01 19:06:55+00:00,10.0,Run,126.3,137.0,2.483,3.86,2025-08-01,19,Friday,31,8,2025,10.0228,67.28333333333333,6.713027630336167,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,6041.8,1952,2025-07-30 19:37:14+00:00,0.0,Run,144.5,175.0,3.095,4.4,2025-07-30,19,Wednesday,31,7,2025,6.0418,32.53333333333333,5.384708751255144,⚡ Tempo (4:30-5:30),🌙 Evening
Night Run,10012.0,3655,2025-07-29 21:04:17+00:00,12.0,Run,144.7,157.0,2.739,3.54,2025-07-29,21,Tuesday,31,7,2025,10.012,60.916666666666664,6.084365428152883,🏃 Easy (5:30-6:30),🌙 Evening
M 8km + 2km,10006.3,3085,2025-07-28 20:06:04+00:00,12.0,Run,158.4,177.0,3.244,4.26,2025-07-28,20,Monday,31,7,2025,10.0063,51.416666666666664,5.138429456109318,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,20008.8,7506,2025-07-27 06:55:30+00:00,413.0,Run,152.9,186.0,2.666,4.04,2025-07-27,6,Sunday,30,7,2025,20.0088,125.1,6.252249010435408,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,6234.8,2222,2025-07-24 21:16:00+00:00,9.0,Run,142.4,157.0,2.806,3.94,2025-07-24,21,Thursday,30,7,2025,6.2348,37.03333333333333,5.939778875558692,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10002.8,3337,2025-07-23 19:28:50+00:00,0.0,Run,155.1,186.0,2.998,12.72,2025-07-23,19,Wednesday,30,7,2025,10.002799999999999,55.61666666666667,5.560109835912612,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6009.3,2112,2025-07-20 20:33:33+00:00,5.0,Run,139.0,168.0,2.845,3.88,2025-07-20,20,Sunday,29,7,2025,6.0093000000000005,35.2,5.8575874061870765,🏃 Easy (5:30-6:30),🌙 Evening
Morning Swim,147.9,306,2025-07-15 10:44:46+00:00,7.0,Swim,112.8,138.0,0.483,0.92,2025-07-15,10,Tuesday,29,7,2025,0.1479,5.1,34.48275862068965,🚶 Recovery (> 6:30),🌅 Morning
Evening Run,2011.5,824,2025-07-14 20:23:37+00:00,0.0,Run,116.5,123.0,2.441,3.28,2025-07-14,20,Monday,29,7,2025,2.0115,13.733333333333333,6.82740906454553,🚶 Recovery (> 6:30),🌙 Evening
Lunch Swim,111.2,240,2025-07-14 12:57:13+00:00,0.0,Swim,104.7,137.0,0.463,1.02,2025-07-14,12,Monday,29,7,2025,0.11120000000000001,4.0,35.97122302158273,🚶 Recovery (> 6:30),☀️ Afternoon
Lunch Swim,99.5,249,2025-07-14 12:13:08+00:00,0.0,Swim,106.2,121.0,0.4,1.0,2025-07-14,12,Monday,29,7,2025,0.0995,4.15,41.70854271356784,🚶 Recovery (> 6:30),☀️ Afternoon
"Jog and Joy, Kilo run 2025",10049.6,2804,2025-07-13 06:00:09+00:00,4.0,Run,170.1,189.0,3.584,4.52,2025-07-13,6,Sunday,28,7,2025,10.0496,46.733333333333334,4.650268004033328,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,643.7,236,2025-07-13 05:37:45+00:00,0.0,Run,116.4,133.0,2.728,4.94,2025-07-13,5,Sunday,28,7,2025,0.6437,3.933333333333333,6.11050696494226,🏃 Easy (5:30-6:30),🌅 Morning
방콕시티 Run,6898.6,3114,2025-07-12 17:58:50+00:00,41.0,Run,132.1,174.0,2.215,4.58,2025-07-12,17,Saturday,28,7,2025,6.8986,51.9,7.523265590119734,🚶 Recovery (> 6:30),☀️ Afternoon
Evening Run,6001.2,1875,2025-07-10 20:14:47+00:00,8.0,Run,146.5,169.0,3.201,5.5,2025-07-10,20,Thursday,28,7,2025,6.0012,31.25,5.207291874958342,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,6329.6,2355,2025-07-03 19:57:58+00:00,7.0,Run,133.5,148.0,2.688,4.92,2025-07-03,19,Thursday,27,7,2025,6.3296,39.25,6.201023761375127,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10002.2,3291,2025-07-02 20:05:26+00:00,1.0,Run,148.3,181.0,3.039,4.98,2025-07-02,20,Wednesday,27,7,2025,10.0022,54.85,5.483793565415609,⚡ Tempo (4:30-5:30),🌙 Evening
월요런,10007.0,3330,2025-07-01 21:05:21+00:00,15.0,Run,141.3,167.0,3.005,4.82,2025-07-01,21,Tuesday,27,7,2025,10.007,55.5,5.5461177175976815,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,8350.0,2907,2025-06-30 11:35:16+00:00,0.0,Run,121.6,156.0,2.872,3.78,2025-06-30,11,Monday,27,6,2025,8.35,48.45,5.802395209580839,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,5464.1,2236,2025-06-29 10:53:54+00:00,8.0,Run,112.0,143.0,2.444,3.72,2025-06-29,10,Sunday,26,6,2025,5.4641,37.266666666666666,6.820275373193511,🚶 Recovery (> 6:30),🌅 Morning
Morning Run,15003.9,5719,2025-06-28 07:43:17+00:00,42.0,Run,126.6,161.0,2.624,5.46,2025-06-28,7,Saturday,26,6,2025,15.0039,95.31666666666666,6.3527927183376764,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10182.6,4050,2025-06-26 20:34:16+00:00,13.0,Run,125.8,139.0,2.514,8.22,2025-06-26,20,Thursday,26,6,2025,10.1826,67.5,6.6289552766484,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,10136.4,3477,2025-06-25 20:39:06+00:00,7.0,Run,139.5,156.0,2.915,4.18,2025-06-25,20,Wednesday,26,6,2025,10.1364,57.95,5.717019849256147,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,8435.7,2865,2025-06-24 18:34:52+00:00,28.0,Run,134.8,151.0,2.944,10.6,2025-06-24,18,Tuesday,26,6,2025,8.4357,47.75,5.6604668255153685,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10019.6,3492,2025-06-23 20:29:13+00:00,11.0,Run,133.7,166.0,2.869,4.28,2025-06-23,20,Monday,26,6,2025,10.0196,58.2,5.808615114375823,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,15199.5,5329,2025-06-22 18:55:27+00:00,39.0,Run,128.5,148.0,2.852,7.1,2025-06-22,18,Sunday,25,6,2025,15.1995,88.81666666666666,5.843393971292915,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,3006.1,1296,2025-06-22 12:19:19+00:00,7.0,Run,110.1,123.0,2.32,3.98,2025-06-22,12,Sunday,25,6,2025,3.0061,21.6,7.185389707594558,🚶 Recovery (> 6:30),☀️ Afternoon
Morning Run,15432.9,5349,2025-06-21 07:30:54+00:00,8.0,Run,124.2,157.0,2.885,4.62,2025-06-21,7,Saturday,25,6,2025,15.4329,89.15,5.776620077885556,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10521.0,3324,2025-06-18 19:54:40+00:00,1.0,Run,142.3,175.0,3.165,9.0,2025-06-18,19,Wednesday,25,6,2025,10.521,55.4,5.265659157874726,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,6025.4,2125,2025-06-18 11:47:35+00:00,0.0,Run,129.7,161.0,2.836,3.52,2025-06-18,11,Wednesday,25,6,2025,6.025399999999999,35.416666666666664,5.877894690255696,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,11005.2,3939,2025-06-16 18:54:54+00:00,15.0,Run,128.9,146.0,2.794,9.16,2025-06-16,18,Monday,25,6,2025,11.0052,65.65,5.965361828953586,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,11012.7,3967,2025-06-15 05:58:32+00:00,17.0,Run,125.4,142.0,2.776,8.4,2025-06-15,5,Sunday,24,6,2025,11.0127,66.11666666666666,6.003674545449042,🏃 Easy (5:30-6:30),🌅 Morning
뜻하지 않은 빌드업,10006.1,3003,2025-06-14 19:07:08+00:00,10.0,Run,148.2,170.0,3.332,9.24,2025-06-14,19,Saturday,24,6,2025,10.0061,50.05,5.0019488112251524,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,7046.8,2598,2025-06-13 11:36:32+00:00,0.0,Run,123.0,133.0,2.712,3.68,2025-06-13,11,Friday,24,6,2025,7.0468,43.3,6.144633024919112,🏃 Easy (5:30-6:30),🌅 Morning
슈블 개시,6010.1,2062,2025-06-13 07:11:32+00:00,6.0,Run,131.9,157.0,2.915,7.46,2025-06-13,7,Friday,24,6,2025,6.0101,34.36666666666667,5.718152221538189,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,10008.5,3701,2025-06-12 08:07:15+00:00,21.0,Run,133.9,154.0,2.704,7.74,2025-06-12,8,Thursday,24,6,2025,10.0085,61.68333333333333,6.163094702835923,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10011.0,2969,2025-06-03 20:09:35+00:00,15.0,Run,148.0,169.0,3.372,5.08,2025-06-03,20,Tuesday,23,6,2025,10.011,49.483333333333334,4.942896147571005,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,1419.1,677,2025-06-03 12:31:11+00:00,4.0,Run,107.0,121.0,2.096,2.74,2025-06-03,12,Tuesday,23,6,2025,1.4190999999999998,11.283333333333333,7.951048786789751,🚶 Recovery (> 6:30),☀️ Afternoon
Evening Run,10199.2,3410,2025-05-25 20:01:54+00:00,16.0,Run,137.3,171.0,2.991,4.72,2025-05-25,20,Sunday,21,5,2025,10.199200000000001,56.833333333333336,5.572332470520563,🏃 Easy (5:30-6:30),🌙 Evening
25 LSD,25379.8,9461,2025-05-24 06:09:32+00:00,63.0,Run,120.0,143.0,2.683,8.9,2025-05-24,6,Saturday,21,5,2025,25.3798,157.68333333333334,6.212946253844922,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,6007.4,1978,2025-05-22 20:18:21+00:00,7.0,Run,144.5,156.0,3.037,3.92,2025-05-22,20,Thursday,21,5,2025,6.0074,32.96666666666667,5.487676310328373,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5888.3,1791,2025-05-21 20:34:51+00:00,0.0,Run,142.3,176.0,3.288,5.33,2025-05-21,20,Wednesday,21,5,2025,5.8883,29.85,5.069374862014503,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,2465.2,915,2025-05-21 20:13:19+00:00,0.0,Run,126.2,152.0,2.694,4.5,2025-05-21,20,Wednesday,21,5,2025,2.4652,15.25,6.186110660392666,🏃 Easy (5:30-6:30),🌙 Evening
해운대런,10007.7,3488,2025-05-20 09:29:47+00:00,68.0,Run,130.9,170.0,2.869,5.72,2025-05-20,9,Tuesday,21,5,2025,10.007700000000002,58.13333333333333,5.808860510740063,🏃 Easy (5:30-6:30),🌅 Morning
10th 포레스트런,10000.1,2645,2025-05-17 08:00:46+00:00,44.0,Run,165.6,186.0,3.781,4.74,2025-05-17,8,Saturday,20,5,2025,10.0001,44.083333333333336,4.408289250440829,🔥 Speed (< 4:30),🌅 Morning
인터벌,8427.5,2812,2025-05-14 20:23:32+00:00,0.0,Run,151.5,169.0,2.997,5.0,2025-05-14,20,Wednesday,20,5,2025,8.4275,46.86666666666667,5.5611589043805,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,1753.0,640,2025-05-14 20:08:27+00:00,0.0,Run,129.2,143.0,2.739,6.24,2025-05-14,20,Wednesday,20,5,2025,1.753,10.666666666666666,6.084806997528047,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,12379.7,4208,2025-05-11 19:28:28+00:00,22.0,Run,136.8,161.0,2.942,7.14,2025-05-11,19,Sunday,19,5,2025,12.379700000000001,70.13333333333334,5.6651884402152985,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6656.8,2345,2025-05-08 19:57:26+00:00,9.0,Run,127.2,148.0,2.839,5.26,2025-05-08,19,Thursday,19,5,2025,6.6568000000000005,39.083333333333336,5.871189360253175,🏃 Easy (5:30-6:30),🌙 Evening
연트 인터벌,9003.4,2769,2025-05-07 20:10:38+00:00,3.0,Run,151.0,175.0,3.251,5.3,2025-05-07,20,Wednesday,19,5,2025,9.0034,46.15,5.125841348823778,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,15501.3,5454,2025-05-06 19:03:29+00:00,24.0,Run,130.7,148.0,2.842,6.06,2025-05-06,19,Tuesday,19,5,2025,15.501299999999999,90.9,5.864024307638715,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,16014.1,5705,2025-05-04 08:59:15+00:00,23.0,Run,125.8,158.0,2.807,4.14,2025-05-04,8,Sunday,18,5,2025,16.0141,95.08333333333333,5.93747593266767,🏃 Easy (5:30-6:30),🌅 Morning
리커버리,11060.3,3884,2025-04-30 20:05:59+00:00,39.0,Run,132.9,172.0,2.848,6.08,2025-04-30,20,Wednesday,18,4,2025,11.0603,64.73333333333333,5.852764692940818,🏃 Easy (5:30-6:30),🌙 Evening
2025 서울하프마라톤,21059.1,5913,2025-04-27 08:00:45+00:00,67.0,Run,167.3,178.0,3.561,10.64,2025-04-27,8,Sunday,17,4,2025,21.059099999999997,98.55,4.67968716611821,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,1259.8,488,2025-04-27 07:35:50+00:00,4.0,Run,127.0,148.0,2.582,4.9,2025-04-27,7,Sunday,17,4,2025,1.2598,8.133333333333333,6.456051225062178,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,837.6,243,2025-04-23 21:03:28+00:00,0.0,Run,124.0,156.0,3.447,5.7,2025-04-23,21,Wednesday,17,4,2025,0.8376,4.05,4.8352435530085955,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,1015.9,392,2025-04-23 20:41:49+00:00,0.0,Run,133.9,140.0,2.592,3.14,2025-04-23,20,Wednesday,17,4,2025,1.0159,6.533333333333333,6.431079174459428,🏃 Easy (5:30-6:30),🌙 Evening
3km TT,3013.8,737,2025-04-23 20:28:33+00:00,0.0,Run,146.6,158.0,4.089,5.575,2025-04-23,20,Wednesday,17,4,2025,3.0138000000000003,12.283333333333333,4.075696241732475,🔥 Speed (< 4:30),🌙 Evening
웜업,2171.6,772,2025-04-23 20:10:41+00:00,0.0,Run,126.7,148.0,2.813,5.56,2025-04-23,20,Wednesday,17,4,2025,2.1715999999999998,12.866666666666667,5.924970835635784,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10222.7,3801,2025-04-22 19:28:45+00:00,12.0,Run,129.3,150.0,2.689,9.152,2025-04-22,19,Tuesday,17,4,2025,10.222700000000001,63.35,6.196992966633081,🏃 Easy (5:30-6:30),🌙 Evening
서하마 대비 하프 LSD,21123.8,7662,2025-04-20 16:33:37+00:00,26.0,Run,128.7,166.0,2.757,8.98,2025-04-20,16,Sunday,16,4,2025,21.1238,127.7,6.045313816642839,🏃 Easy (5:30-6:30),☀️ Afternoon
키움런 레이스페트롤,10007.5,4115,2025-04-19 09:07:06+00:00,14.0,Run,130.0,153.0,2.432,3.62,2025-04-19,9,Saturday,16,4,2025,10.0075,68.58333333333333,6.853193438254642,🚶 Recovery (> 6:30),🌅 Morning
남산송신소 점심얻어먹기 런,10712.8,3985,2025-04-18 09:22:16+00:00,355.0,Run,142.8,171.0,2.688,4.12,2025-04-18,9,Friday,16,4,2025,10.7128,66.41666666666667,6.19974858735967,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,7023.3,2733,2025-04-17 19:55:26+00:00,21.0,Run,128.1,143.0,2.57,7.46,2025-04-17,19,Thursday,16,4,2025,7.0233,45.55,6.485555223328065,🏃 Easy (5:30-6:30),🌙 Evening
수터벌,8433.0,2575,2025-04-16 20:23:09+00:00,0.0,Run,151.3,176.0,3.275,5.87,2025-04-16,20,Wednesday,16,4,2025,8.433,42.916666666666664,5.089133957863947,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,9996.8,3447,2025-04-15 19:56:01+00:00,23.0,Run,135.2,166.0,2.9,7.4,2025-04-15,19,Tuesday,16,4,2025,9.996799999999999,57.45,5.746838988476314,🏃 Easy (5:30-6:30),🌙 Evening
2025 YMCA,21108.8,6187,2025-04-13 08:03:33+00:00,83.0,Run,156.0,170.0,3.412,4.72,2025-04-13,8,Sunday,15,4,2025,21.1088,103.11666666666666,4.885008464084489,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Ride,4864.6,1287,2025-04-11 20:58:30+00:00,8.0,Ride,96.2,112.0,3.78,6.18,2025-04-11,20,Friday,15,4,2025,4.8646,21.45,4.409406734366648,🔥 Speed (< 4:30),🌙 Evening
Evening Run,6006.6,2253,2025-04-11 20:12:12+00:00,14.0,Run,121.7,135.0,2.666,3.56,2025-04-11,20,Friday,15,4,2025,6.006600000000001,37.55,6.25145673092931,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,806.6,287,2025-04-09 20:53:40+00:00,0.0,Run,151.7,164.0,2.81,3.28,2025-04-09,20,Wednesday,15,4,2025,0.8066,4.783333333333333,5.930242168774279,🏃 Easy (5:30-6:30),🌙 Evening
연트 수터벌,5606.6,1646,2025-04-09 20:25:26+00:00,0.0,Run,151.7,181.0,3.406,5.64,2025-04-09,20,Wednesday,15,4,2025,5.6066,27.433333333333334,4.893042723456878,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,1427.1,503,2025-04-09 20:11:48+00:00,0.0,Run,130.5,144.0,2.837,5.24,2025-04-09,20,Wednesday,15,4,2025,1.4270999999999998,8.383333333333333,5.874383948800598,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,5183.1,1777,2025-04-09 11:54:37+00:00,15.0,Run,136.9,158.0,2.917,3.88,2025-04-09,11,Wednesday,15,4,2025,5.1831000000000005,29.616666666666667,5.714083592187429,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10129.6,3621,2025-04-08 18:33:44+00:00,9.0,Run,129.7,139.0,2.797,6.09,2025-04-08,18,Tuesday,15,4,2025,10.1296,60.35,5.957787079450324,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,11051.5,3912,2025-04-07 20:55:53+00:00,19.0,Run,128.6,140.0,2.825,6.84,2025-04-07,20,Monday,15,4,2025,11.0515,65.2,5.899651631000316,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,20006.2,6325,2025-04-06 09:42:53+00:00,47.0,Run,144.5,167.0,3.163,6.9,2025-04-06,9,Sunday,14,4,2025,20.0062,105.41666666666667,5.269199881370109,⚡ Tempo (4:30-5:30),🌅 Morning
쿨다운,1164.3,456,2025-04-04 19:56:58+00:00,12.0,Run,129.0,142.0,2.553,4.52,2025-04-04,19,Friday,14,4,2025,1.1643,7.6,6.527527269604054,🚶 Recovery (> 6:30),🌙 Evening
Tempo Run,10006.1,2855,2025-04-04 18:57:30+00:00,18.0,Run,150.9,176.0,3.505,5.96,2025-04-04,18,Friday,14,4,2025,10.0061,47.583333333333336,4.75543251949644,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10011.4,3765,2025-04-03 19:35:00+00:00,12.0,Run,124.9,142.0,2.659,6.34,2025-04-03,19,Thursday,14,4,2025,10.0114,62.75,6.267854645703897,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6459.6,2006,2025-04-02 20:19:50+00:00,0.0,Run,147.7,168.0,3.22,5.4,2025-04-02,20,Wednesday,14,4,2025,6.4596,33.43333333333333,5.1757590769294275,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,1425.3,481,2025-04-02 20:08:36+00:00,0.0,Run,128.8,150.0,2.963,4.98,2025-04-02,20,Wednesday,14,4,2025,1.4253,8.016666666666667,5.624546879019622,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,11005.0,3628,2025-04-01 19:55:09+00:00,17.0,Run,145.3,170.0,3.033,6.08,2025-04-01,19,Tuesday,14,4,2025,11.005,60.46666666666667,5.494472209601696,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10264.4,3540,2025-03-31 20:04:19+00:00,13.0,Run,140.6,151.0,2.9,4.74,2025-03-31,20,Monday,14,3,2025,10.2644,59.0,5.7480222906355944,🏃 Easy (5:30-6:30),🌙 Evening
20km 빌드업,20005.8,7093,2025-03-30 08:53:32+00:00,47.0,Run,136.6,167.0,2.82,6.04,2025-03-30,8,Sunday,13,3,2025,20.0058,118.21666666666667,5.909119688623632,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,508.1,204,2025-03-28 19:28:04+00:00,9.0,Run,134.1,139.0,2.491,5.16,2025-03-28,19,Friday,13,3,2025,0.5081,3.4,6.691596142491635,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5010.3,1340,2025-03-28 19:01:45+00:00,10.0,Run,149.2,175.0,3.739,4.6,2025-03-28,19,Friday,13,3,2025,5.0103,22.333333333333332,4.4574842491134925,🔥 Speed (< 4:30),🌙 Evening
Lunch Run,5000.0,1814,2025-03-28 11:45:29+00:00,0.0,Run,129.2,143.0,2.756,4.12,2025-03-28,11,Friday,13,3,2025,5.0,30.233333333333334,6.046666666666667,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,6009.0,2134,2025-03-27 20:53:37+00:00,16.0,Run,123.6,139.0,2.816,7.24,2025-03-27,20,Thursday,13,3,2025,6.009,35.56666666666667,5.918899428634826,🏃 Easy (5:30-6:30),🌙 Evening
연트 인터벌,6235.6,1845,2025-03-26 20:30:53+00:00,0.0,Run,148.9,174.0,3.38,5.19,2025-03-26,20,Wednesday,13,3,2025,6.235600000000001,30.75,4.931361857720187,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,1445.0,502,2025-03-26 20:15:27+00:00,0.0,Run,134.6,144.0,2.878,6.42,2025-03-26,20,Wednesday,13,3,2025,1.445,8.366666666666667,5.7900807381776245,🏃 Easy (5:30-6:30),🌙 Evening
Evening Ride,2097.6,711,2025-03-24 18:21:45+00:00,23.1,Ride,104.6,143.0,2.95,5.5,2025-03-24,18,Monday,13,3,2025,2.0976,11.85,5.649313501144165,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,7614.8,2944,2025-03-24 11:51:47+00:00,20.3,Run,135.5,150.0,2.587,3.56,2025-03-24,11,Monday,13,3,2025,7.6148,49.06666666666667,6.443592302708761,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,12541.9,4214,2025-03-23 20:03:48+00:00,50.2,Run,147.7,165.0,2.976,6.06,2025-03-23,20,Sunday,12,3,2025,12.5419,70.23333333333333,5.599895815891798,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,15004.8,4773,2025-03-22 18:00:40+00:00,30.8,Run,155.3,182.0,3.144,11.36,2025-03-22,18,Saturday,12,3,2025,15.0048,79.55,5.301636809554276,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10711.5,3803,2025-03-21 18:55:12+00:00,11.0,Run,143.1,161.0,2.817,5.7,2025-03-21,18,Friday,12,3,2025,10.7115,63.38333333333333,5.9173162800105805,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,5009.2,1659,2025-03-20 11:47:13+00:00,14.1,Run,149.4,176.0,3.019,4.48,2025-03-20,11,Thursday,12,3,2025,5.0092,27.65,5.519843487982112,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,6386.0,2347,2025-03-19 20:57:02+00:00,4.8,Run,145.5,181.0,2.721,6.02,2025-03-19,20,Wednesday,12,3,2025,6.386,39.11666666666667,6.125378431986637,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10016.1,3646,2025-03-17 20:00:55+00:00,8.6,Run,141.8,167.0,2.747,5.04,2025-03-17,20,Monday,12,3,2025,10.0161,60.766666666666666,6.066898959342126,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,13009.1,4555,2025-03-15 14:20:18+00:00,98.6,Run,151.4,166.0,2.856,9.42,2025-03-15,14,Saturday,11,3,2025,13.0091,75.91666666666667,5.835658628703498,🏃 Easy (5:30-6:30),☀️ Afternoon
Lunch Run,8814.4,2434,2025-03-14 11:40:21+00:00,0.0,Run,141.7,160.0,3.621,4.24,2025-03-14,11,Friday,11,3,2025,8.8144,40.56666666666667,4.602317419979428,⚡ Tempo (4:30-5:30),🌅 Morning
Lunch Run,8664.7,3393,2025-03-13 11:37:16+00:00,130.8,Run,134.0,154.0,2.554,7.34,2025-03-13,11,Thursday,11,3,2025,8.6647,56.55,6.526481009152077,🚶 Recovery (> 6:30),🌅 Morning
Lunch Run,8004.5,2726,2025-03-12 11:41:54+00:00,28.3,Run,145.0,165.0,2.936,5.28,2025-03-12,11,Wednesday,11,3,2025,8.0045,45.43333333333333,5.675973931330293,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5009.3,1896,2025-03-11 20:25:14+00:00,3.7,Run,143.8,161.0,2.642,4.0,2025-03-11,20,Tuesday,11,3,2025,5.0093000000000005,31.6,6.308266624079212,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10087.8,4177,2025-03-09 18:03:29+00:00,12.1,Run,136.5,150.0,2.415,7.88,2025-03-09,18,Sunday,10,3,2025,10.0878,69.61666666666666,6.901075226180799,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,10065.6,3692,2025-03-07 20:01:40+00:00,8.6,Run,149.5,167.0,2.726,4.44,2025-03-07,20,Friday,10,3,2025,10.0656,61.53333333333333,6.113230540984475,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6371.9,2143,2025-03-06 19:53:43+00:00,4.7,Run,154.2,187.0,2.973,8.36,2025-03-06,19,Thursday,10,3,2025,6.371899999999999,35.71666666666667,5.605340113100751,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,6001.9,2002,2025-03-06 11:34:54+00:00,53.9,Run,147.2,167.0,2.998,11.376,2025-03-06,11,Thursday,10,3,2025,6.0019,33.36666666666667,5.559350650071922,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,11007.7,3862,2025-03-05 18:56:41+00:00,28.9,Run,152.2,173.0,2.85,6.48,2025-03-05,18,Wednesday,10,3,2025,11.007700000000002,64.36666666666666,5.847421956145848,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,8164.1,3063,2025-03-05 11:47:36+00:00,111.4,Run,144.2,159.0,2.665,5.56,2025-03-05,11,Wednesday,10,3,2025,8.164100000000001,51.05,6.252985632219104,🏃 Easy (5:30-6:30),🌅 Morning
Afternoon Run,10266.0,3570,2025-03-03 17:02:09+00:00,23.2,Run,145.3,160.0,2.876,5.04,2025-03-03,17,Monday,10,3,2025,10.266,59.5,5.795830898110267,🏃 Easy (5:30-6:30),☀️ Afternoon
Afternoon Run,2278.1,783,2025-03-01 14:15:12+00:00,5.6,Run,131.7,150.0,2.909,4.78,2025-03-01,14,Saturday,9,3,2025,2.2781,13.05,5.728457925464204,🏃 Easy (5:30-6:30),☀️ Afternoon
Lunch Run,5049.2,1611,2025-02-28 11:53:00+00:00,13.4,Run,147.3,167.0,3.134,4.26,2025-02-28,11,Friday,9,2,2025,5.0492,26.85,5.317674086984077,⚡ Tempo (4:30-5:30),🌅 Morning
